"","km_sq","easting","northing","nR","nSpp","minyear","maxyear"
"3938","NM8368",183000,768000,1,2,2017,2017
"3939","NM9294",192000,794000,1,1,2017,2017
"3940","NH1200",212000,8e+05,1,2,2017,2017
"3941","NN0478",204000,778000,1,1,2017,2017
"3942","NM3979",139000,779000,1,2,2017,2017
"3943","NM3978",139000,778000,1,1,2017,2017
"3944","NM3980",139000,780000,1,1,2017,2017
"3945","NN0986",209000,786000,1,1,2017,2017
"3946","NN1086",210000,786000,1,1,2017,2017
"3947","NN1087",210000,787000,1,1,2017,2017
"3948","NM9896",198000,796000,1,1,2017,2017
"3949","NN1391",213000,791000,1,1,2017,2017
"3950","NN2084",220000,784000,1,1,2017,2017
"3951","NN2085",220000,785000,1,1,2017,2017
"3952","NN2185",221000,785000,1,2,2017,2017
"3953","NN2591",225000,791000,1,2,2017,2017
"3954","NN2592",225000,792000,1,1,2017,2017
"3955","NN2793",227000,793000,1,2,2017,2017
"3956","NH2901",229000,801000,1,1,2017,2017
"3957","NG9010",190000,810000,1,2,2017,2017
"3958","NG9110",191000,810000,1,1,2017,2017
"3959","NG9109",191000,809000,1,1,2017,2017
"3960","NG9507",195000,807000,1,2,2017,2017
"3961","NN0392",203000,792000,1,1,2017,2017
"3962","NN1294",212000,794000,1,1,2017,2017
"3963","NN0595",205000,795000,1,1,2017,2017
"3964","NN0695",206000,795000,1,1,2017,2017
"3965","NM9793",197000,793000,1,1,2017,2017
"3966","NN0093",2e+05,793000,1,1,2017,2017
"3967","NN0194",201000,794000,1,1,2017,2017
"3968","NN1692",216000,792000,1,1,2017,2017
"3969","NN1591",215000,791000,1,1,2017,2017
"3970","NN0192",201000,792000,1,2,2017,2017
"3971","NM4078",140000,778000,1,1,2017,2017
"3972","NH0511",205000,811000,1,1,2017,2017
"3973","NM8983",189000,783000,1,3,2017,2017
"3974","NN1175",211000,775000,1,1,2017,2017
"3975","NN1178",211000,778000,1,1,2017,2017
"3976","NM7187",171000,787000,1,1,2017,2017
"3977","NM6484",164000,784000,1,1,2017,2017
"3978","NG3802",138000,802000,1,1,2017,2017
"3979","NM4683",146000,783000,1,1,2017,2017
"3980","NG3604",136000,804000,5,4,2017,2017
"3981","NG3702",137000,802000,1,1,2017,2017
"3982","NN0063",2e+05,763000,1,1,2017,2017
"3983","NN0568",205000,768000,1,1,2017,2017
"3984","NN1762",217000,762000,1,1,2017,2017
"3985","NM6684",166000,784000,1,1,2017,2017
"3986","NM6783",167000,783000,1,1,2017,2017
"3987","NN1984",219000,784000,1,1,2017,2017
"3988","NN1985",219000,785000,1,1,2017,2017
"3989","NM9852",198000,752000,1,2,2017,2017
"3990","NN0972",209000,772000,1,1,2017,2017
"3991","NR8394",183000,694000,1,1,2017,2017
"3992","NS0427",204000,627000,1,1,2017,2017
"3993","NS1167",211000,667000,1,3,2017,2017
"3994","NM8701",187000,701000,3,6,2017,2017
"3995","NM8928",189000,728000,1,1,2017,2017
"3996","NR9770",197000,670000,1,1,2017,2017
"3997","NM9244",192000,744000,1,3,2017,2017
"3998","NS3031",230000,631000,1,1,2017,2017
"3999","NS2484",224000,684000,1,1,2017,2017
"4000","NS1878",218000,678000,1,4,2017,2017
"4001","NM6929",169000,729000,1,1,2017,2017
"4002","NS2072",220000,672000,1,1,2017,2017
"4003","NM3552",135000,752000,1,1,2017,2017
"4004","NM7005",170000,705000,1,3,2017,2017
"4005","NR6531",165000,631000,1,1,2017,2017
"4006","NR8159",181000,659000,1,1,2017,2017
"4007","NR8165",181000,665000,1,1,2017,2017
"4008","NR8186",181000,686000,1,1,2017,2017
"4009","NR8265",182000,665000,1,4,2017,2017
"4010","NR8365",183000,665000,1,2,2017,2017
"4011","NR8465",184000,665000,2,2,2017,2017
"4012","NM4022",140000,722000,1,4,2017,2017
"4013","NM4122",141000,722000,1,2,2017,2017
"4014","NS0981",209000,681000,1,1,2017,2017
"4015","NS1980",219000,680000,1,1,2017,2017
"4016","NR6877",168000,677000,1,3,2017,2017
"4017","NM6903",169000,703000,1,1,2017,2017
"4018","NM7004",170000,704000,1,1,2017,2017
"4019","NS3088",230000,688000,1,1,2017,2017
"4020","NS0325",203000,625000,1,1,2017,2017
"4021","NS2843",228000,643000,1,1,2017,2017
"4022","NN1709",217000,709000,2,1,2017,2017
"4023","NR4467",144000,667000,1,1,2017,2017
"4024","NR6692",166000,692000,1,3,2017,2017
"4025","NR8585",185000,685000,1,1,2017,2017
"4026","NR8288",182000,688000,1,1,2017,2017
"4027","NR7587",175000,687000,1,1,2017,2017
"4028","NS0094",2e+05,694000,2,1,2017,2017
"4029","NN1741",217000,741000,1,1,2017,2017
"4030","NS0367",203000,667000,1,1,2017,2017
"4031","NS0861",208000,661000,1,1,2017,2017
"4032","NM8628",186000,728000,1,1,2017,2017
"4033","NM8743",187000,743000,1,1,2017,2017
"4034","NM8003",180000,703000,1,1,2017,2017
"4035","NN0900",209000,7e+05,1,1,2017,2017
"4036","NS1849",218000,649000,1,1,2017,2017
"4037","NN2905",229000,705000,1,1,2017,2017
"4038","NR8036",180000,636000,1,1,2017,2017
"4039","NS0999",209000,699000,1,1,2017,2017
"4040","NR7787",177000,687000,1,3,2017,2017
"4041","NM8414",184000,714000,1,1,2017,2017
"4042","NR8385",183000,685000,1,1,2017,2017
"4043","NN0421",204000,721000,1,3,2017,2017
"4044","NM7517",175000,717000,1,1,2017,2017
"4045","NM9035",190000,735000,1,1,2017,2017
"4046","NS2059",220000,659000,1,1,2017,2017
"4047","NR6549",165000,649000,1,1,2017,2017
"4048","NM8945",189000,745000,1,3,2017,2017
"4049","NS2380",223000,680000,1,2,2017,2017
"4050","NR8689",186000,689000,1,2,2017,2017
"4051","NS1677",216000,677000,1,1,2017,2017
"4052","NS0965",209000,665000,1,1,2017,2017
"4053","NM9605",196000,705000,1,2,2017,2017
"4054","NN0824",208000,724000,2,3,2017,2017
"4055","NN0123",201000,723000,1,2,2017,2017
"4056","NR7367",173000,667000,1,2,2017,2017
"4057","NN0220",202000,720000,1,1,2017,2017
"4058","NN1026",210000,726000,1,1,2017,2017
"4059","NS2061",220000,661000,1,1,2017,2017
"4060","NR7387",173000,687000,1,1,2017,2017
"4061","NN3310",233000,710000,1,3,2017,2017
"4062","NS2076",220000,676000,1,1,2017,2017
"4063","NS0188",201000,688000,1,2,2017,2017
"4064","NR9988",199000,688000,1,2,2017,2017
"4065","NR9987",199000,687000,3,3,2017,2017
"4066","NS0390",203000,690000,1,2,2017,2017
"4067","NN2026",220000,726000,1,1,2017,2017
"4068","NM8833",188000,733000,1,3,2017,2017
"4069","NS0424",204000,624000,1,1,2017,2017
"4070","NR7835",178000,635000,1,1,2017,2017
"4071","NN2626",226000,726000,1,1,2017,2017
"4072","NM8324",183000,724000,1,1,2017,2017
"4073","NS1554",215000,654000,1,1,2017,2017
