"","km_sq","easting","northing","nR","nSpp","minyear","maxyear"
"1710","NS2970",229000,670000,2,3,2006,2012
"1711","NS2969",229000,669000,2,3,2006,2007
"1712","NS3069",230000,669000,1,6,2006,2006
"1713","NS3256",232000,656000,2,2,2006,2014
"1714","NR3342",133000,642000,1,1,2006,2006
"1715","NR2066",120000,666000,4,7,2006,2016
"1716","NM9739",197000,739000,4,4,2006,2014
"1717","NR6552",165000,652000,2,4,2007,2017
"1718","NN1276",212000,776000,2,5,2007,2012
"1719","NN1174",211000,774000,4,9,2007,2011
"1720","NM6796",167000,796000,6,13,2007,2014
"1721","NM6675",166000,775000,2,2,2007,2014
"1722","NM7479",174000,779000,2,2,2007,2012
"1723","NM6577",165000,777000,6,12,2007,2013
"1724","NM8082",180000,782000,2,3,2007,2016
"1725","NH2502",225000,802000,2,3,2007,2010
"1726","NM7372",173000,772000,1,3,2007,2007
"1727","NM6865",168000,765000,3,4,2007,2014
"1728","NM6476",164000,776000,3,7,2007,2017
"1729","NM6477",164000,777000,5,9,2007,2017
"1730","NG8310",183000,810000,1,1,2007,2007
"1731","NM4468",144000,768000,7,10,2007,2013
"1732","NM6671",166000,771000,7,8,2007,2017
"1733","NM7662",176000,762000,1,1,2007,2007
"1734","NG7015",170000,815000,4,5,2007,2015
"1735","NG5808",158000,808000,7,5,2007,2017
"1736","NM6884",168000,784000,2,9,2007,2010
"1737","NM6873",168000,773000,2,2,2007,2010
"1738","NM6797",167000,797000,2,4,2007,2013
"1739","NM6693",166000,793000,1,1,2007,2007
"1740","NM6793",167000,793000,1,1,2007,2007
"1741","NH0212",202000,812000,1,1,2007,2007
"1742","NM6897",168000,797000,15,11,2007,2017
"1743","NM9260",192000,760000,3,2,2007,2012
"1744","NN0469",204000,769000,3,4,2007,2013
"1745","NM7160",171000,760000,1,2,2007,2007
"1746","NN0261",202000,761000,13,6,2007,2017
"1747","NN0361",203000,761000,43,14,2007,2017
"1748","NG8615",186000,815000,1,2,2007,2007
"1749","NG8715",187000,815000,1,1,2007,2007
"1750","NG8716",187000,816000,1,1,2007,2007
"1751","NG8815",188000,815000,1,1,2007,2007
"1752","NH0113",201000,813000,1,1,2007,2007
"1753","NN0776",207000,776000,1,1,2007,2007
"1754","NM9963",199000,763000,3,5,2007,2016
"1755","NM9560",195000,760000,6,10,2007,2015
"1756","NM6744",167000,744000,6,8,2007,2015
"1757","NM7750",177000,750000,2,1,2007,2008
"1758","NG8501",185000,801000,1,1,2007,2007
"1759","NG7301",173000,801000,1,1,2007,2007
"1760","NG7001",170000,801000,1,1,2007,2007
"1761","NG7101",171000,801000,1,1,2007,2007
"1762","NN1961",219000,761000,12,6,2007,2015
"1763","NN1461",214000,761000,4,6,2007,2013
"1764","NM6686",166000,786000,11,10,2007,2017
"1765","NN2885",228000,785000,1,1,2007,2007
"1766","NN2169",221000,769000,1,1,2007,2007
"1767","NN2270",222000,770000,2,1,2007,2011
"1768","NG6304",163000,804000,3,3,2007,2017
"1769","NN1076",210000,776000,12,7,2007,2017
"1770","NN0978",209000,778000,1,1,2007,2007
"1771","NN0977",209000,777000,1,1,2007,2007
"1772","NM6567",165000,767000,3,5,2007,2016
"1773","NN0369",203000,769000,1,1,2007,2007
"1774","NM8569",185000,769000,1,1,2007,2007
"1775","NR6632",166000,632000,4,3,2007,2016
"1776","NR8138",181000,638000,6,2,2007,2017
"1777","NN3368",233000,768000,1,1,2007,2007
"1778","NM6287",162000,787000,1,2,2007,2007
"1779","NM6387",163000,787000,1,2,2007,2007
"1780","NN0770",207000,770000,1,3,2007,2007
"1781","NM6187",161000,787000,1,2,2007,2007
"1782","NN0321",203000,721000,1,1,2007,2007
"1783","NN1960",219000,760000,2,3,2007,2009
"1784","NH1815",218000,815000,1,2,2007,2007
"1785","NN0362",203000,762000,4,8,2007,2014
"1786","NH1914",219000,814000,1,1,2007,2007
"1787","NN0363",203000,763000,8,12,2007,2014
"1788","NN0364",203000,764000,3,6,2007,2014
"1789","NN0262",202000,762000,2,2,2007,2013
"1790","NN0877",208000,777000,4,9,2008,2008
"1791","NN1375",213000,775000,5,9,2008,2017
"1792","NN1274",212000,774000,2,2,2008,2008
"1793","NM4465",144000,765000,1,3,2008,2008
"1794","NN0056",2e+05,756000,1,4,2008,2008
"1795","NN0057",2e+05,757000,3,5,2008,2010
"1796","NM4764",147000,764000,1,2,2008,2008
"1797","NN2998",229000,798000,1,2,2008,2008
"1798","NN2996",229000,796000,2,1,2008,2008
"1799","NH1814",218000,814000,2,2,2008,2008
"1800","NH3015",230000,815000,1,1,2008,2008
"1801","NN0857",208000,757000,3,2,2008,2015
"1802","NG6506",165000,806000,1,2,2008,2008
"1803","NM8264",182000,764000,1,1,2008,2008
"1804","NG8806",188000,806000,1,1,2008,2008
"1805","NM7468",174000,768000,2,3,2008,2016
"1806","NN0078",2e+05,778000,3,5,2008,2008
"1807","NH1002",210000,802000,2,1,2008,2016
"1808","NH1402",214000,802000,1,1,2008,2008
"1809","NH1501",215000,801000,4,5,2008,2017
"1810","NM8892",188000,792000,1,1,2008,2008
"1811","NH2100",221000,8e+05,1,1,2008,2008
"1812","NM7987",179000,787000,1,3,2008,2008
"1813","NM7984",179000,784000,1,1,2008,2008
"1814","NN0055",2e+05,755000,2,2,2008,2017
"1815","NM4166",141000,766000,1,1,2008,2008
"1816","NN0353",203000,753000,1,1,2008,2008
"1817","NN1483",214000,783000,13,13,2008,2012
"1818","NN0961",209000,761000,2,2,2008,2009
"1819","NN0459",204000,759000,1,3,2008,2008
"1820","NM6896",168000,796000,5,6,2008,2017
"1821","NN1161",211000,761000,5,7,2008,2013
"1822","NH3013",230000,813000,1,1,2008,2008
"1823","NH3001",230000,801000,1,1,2008,2008
"1824","NM6692",166000,792000,6,1,2008,2008
"1825","NM8654",186000,754000,3,6,2008,2012
"1826","NM9763",197000,763000,7,11,2008,2016
"1827","NN0856",208000,756000,1,1,2008,2008
"1828","NG6608",166000,808000,1,1,2008,2008
"1829","NG6303",163000,803000,4,4,2008,2010
"1830","NM7961",179000,761000,3,6,2008,2017
"1831","NN2057",220000,757000,3,1,2005,2009
"1832","NN0461",204000,761000,1,2,2008,2008
"1833","NN0585",205000,785000,1,5,2008,2008
"1834","NN1182",211000,782000,1,2,2008,2008
"1835","NN1581",215000,781000,10,13,2008,2015
"1836","NN1283",212000,783000,12,11,2004,2017
"1837","NM6284",162000,784000,4,10,2008,2014
"1838","NN1981",219000,781000,1,1,2008,2008
"1839","NM4367",143000,767000,2,8,2008,2009
"1840","NM4467",144000,767000,3,5,2008,2016
"1841","NM6370",163000,770000,2,4,2008,2010
"1842","NG7812",178000,812000,1,1,2008,2008
"1843","NG7915",179000,815000,1,2,2008,2008
"1844","NG7614",176000,814000,2,1,2008,2015
"1845","NG7814",178000,814000,1,1,2008,2008
"1846","NM9393",193000,793000,1,1,2008,2008
"1847","NG6113",161000,813000,3,4,2008,2013
"1848","NM8695",186000,795000,1,6,2008,2008
"1849","NM6984",169000,784000,3,3,2008,2017
"1850","NN0777",207000,777000,1,1,2008,2008
"1851","NN0778",207000,778000,1,1,2008,2008
"1852","NN0878",208000,778000,1,1,2008,2008
"1853","NN1451",214000,751000,1,1,2008,2008
"1854","NN1449",214000,749000,3,4,2008,2013
"1855","NM7486",174000,786000,1,1,2008,2008
"1856","NN1488",214000,788000,2,4,2008,2015
"1857","NM4687",146000,787000,1,1,2008,2008
"1858","NN2887",228000,787000,2,1,2008,2009
"1859","NM4584",145000,784000,3,2,2005,2012
"1860","NM4790",147000,790000,3,5,2008,2015
"1861","NM9183",191000,783000,2,3,2008,2015
"1862","NR7323",173000,623000,1,1,2007,2007
"1863","NR7423",174000,623000,2,6,2007,2008
"1864","NR7523",175000,623000,1,2,2007,2007
"1865","NR7454",174000,654000,2,2,2007,2014
"1866","NR7632",176000,632000,1,3,2007,2007
"1867","NR7631",176000,631000,2,3,2007,2017
"1868","NR6927",169000,627000,19,9,2007,2014
"1869","NM3318",133000,718000,4,4,2007,2010
"1870","NM3854",138000,754000,5,7,2007,2016
"1871","NM3953",139000,753000,4,5,2007,2016
"1872","NR2741",127000,641000,9,10,2007,2017
"1873","NR3562",135000,662000,1,1,2007,2007
"1874","NN1303",213000,703000,1,1,2007,2007
"1875","NM3753",137000,753000,4,7,2007,2017
"1876","NM3346",133000,746000,3,3,2007,2009
"1877","NM3549",135000,749000,6,4,2007,2010
"1878","NM3648",136000,748000,8,7,2007,2009
"1879","NM3748",137000,748000,3,3,2007,2008
"1880","NS3039",230000,639000,3,5,2007,2016
"1881","NN0449",204000,749000,2,2,2007,2012
"1882","NM8419",184000,719000,7,7,2007,2014
"1883","NS1056",210000,656000,1,1,2007,2007
"1884","NS0266",202000,666000,3,2,2007,2007
"1885","NS1593",215000,693000,1,1,2007,2007
"1886","NS1999",219000,699000,1,1,2007,2007
"1887","NS0373",203000,673000,2,1,2007,2014
"1888","NS1153",211000,653000,3,8,2007,2008
"1889","NS0167",201000,667000,2,3,2007,2017
"1890","NR9335",193000,635000,1,3,2007,2007
"1891","NR3890",138000,690000,11,9,2007,2016
"1892","NN0017",2e+05,717000,1,1,2007,2007
"1893","NN0922",209000,722000,1,1,2007,2007
"1894","NM6800",168000,7e+05,1,1,2007,2007
"1895","NS0037",2e+05,637000,4,3,2007,2014
"1896","NM9934",199000,734000,2,5,2007,2010
"1897","NM8629",186000,729000,8,8,2007,2017
"1898","NS2568",225000,668000,2,2,2007,2011
"1899","NM8704",187000,704000,6,3,2007,2017
"1900","NS1152",211000,652000,2,4,2007,2009
"1901","NS2157",221000,657000,2,3,2007,2013
"1902","NS2372",223000,672000,6,6,2007,2012
"1903","NS2052",220000,652000,17,10,2007,2016
"1904","NS2447",224000,647000,1,1,2007,2007
"1905","NR9284",192000,684000,1,1,2007,2007
"1906","NR3590",135000,690000,8,11,2007,2013
"1907","NR3592",135000,692000,7,5,2007,2015
"1908","NR3595",135000,695000,2,2,2007,2009
"1909","NR3796",137000,696000,3,2,2007,2012
"1910","NR3991",139000,691000,3,5,2007,2011
"1911","NR3992",139000,692000,3,6,2007,2012
"1912","NR4299",142000,699000,7,5,2007,2012
"1913","NR3487",134000,687000,2,2,2007,2009
"1914","NR3589",135000,689000,1,1,2007,2007
"1915","NR3889",138000,689000,2,2,2007,2012
"1916","NR3386",133000,686000,3,8,2007,2012
"1917","NM9631",196000,731000,1,2,2007,2007
"1918","NM8504",185000,704000,2,5,2007,2016
"1919","NM8603",186000,703000,2,2,2007,2013
"1920","NM8604",186000,704000,2,5,2007,2016
"1921","NR8191",181000,691000,1,1,2007,2007
"1922","NN0303",203000,703000,1,1,2007,2007
"1923","NS3297",232000,697000,1,2,2007,2007
"1924","NR9822",198000,622000,3,2,2007,2008
"1925","NS3179",231000,679000,1,2,2007,2007
"1926","NS3070",230000,670000,2,3,2007,2010
"1927","NS3170",231000,670000,2,2,2007,2010
"1928","NS3171",231000,671000,2,2,2007,2010
"1929","NN2623",226000,723000,1,2,2007,2007
"1930","NR8687",186000,687000,10,6,2007,2015
"1931","NS3164",231000,664000,5,3,2007,2012
"1932","NS3067",230000,667000,1,2,2007,2007
"1933","NS3165",231000,665000,1,2,2007,2007
"1934","NS2875",228000,675000,2,2,2007,2016
"1935","NS3167",231000,667000,2,4,2007,2007
"1936","NS3267",232000,667000,2,3,2007,2007
"1937","NS3268",232000,668000,3,3,2007,2010
"1938","NS2150",221000,650000,1,1,2007,2007
"1939","NS3238",232000,638000,1,1,2007,2007
"1940","NM7939",179000,739000,1,1,2007,2007
"1941","NM8037",180000,737000,8,7,2007,2017
"1942","NM8039",180000,739000,2,2,2007,2010
"1943","NM8137",181000,737000,4,6,2007,2016
"1944","NM9135",191000,735000,4,6,2007,2014
"1945","NS0758",207000,658000,1,1,2007,2007
"1946","NS0558",205000,658000,2,3,2007,2007
"1947","NS0954",209000,654000,1,1,2007,2007
"1948","NM4143",141000,743000,1,1,2007,2007
"1949","NS2055",220000,655000,1,1,2007,2007
"1950","NR9231",192000,631000,2,2,2007,2012
"1951","NM4351",143000,751000,15,10,2007,2014
"1952","NS2572",225000,672000,2,2,2007,2008
"1953","NS2571",225000,671000,2,2,2007,2010
"1954","NS2672",226000,672000,2,3,2007,2011
"1955","NL9445",94000,745000,8,5,2007,2017
"1956","NL9846",98000,746000,2,2,2007,2009
"1957","NM0748",107000,748000,2,1,2007,2008
"1958","NM0349",103000,749000,1,2,2007,2007
"1959","NL9947",99000,747000,6,4,2007,2016
"1960","NS1061",210000,661000,2,2,2007,2007
"1961","NS1968",219000,668000,3,3,2007,2016
"1962","NM7410",174000,710000,6,7,2007,2014
"1963","NS1965",219000,665000,2,3,2007,2011
"1964","NS1676",216000,676000,6,6,2007,2017
"1965","NS0038",2e+05,638000,3,4,2007,2010
"1966","NN3220",232000,720000,3,7,2007,2007
"1967","NM9854",198000,754000,6,8,2007,2013
"1968","NM9812",198000,712000,1,1,2007,2007
"1969","NM9609",196000,709000,1,1,2007,2007
"1970","NM9711",197000,711000,1,1,2007,2007
"1971","NS0174",201000,674000,3,5,2007,2012
"1972","NS0273",202000,673000,1,2,2007,2007
"1973","NS0173",201000,673000,1,1,2007,2007
"1974","NS1052",210000,652000,3,6,2007,2010
"1975","NM9726",197000,726000,1,1,2007,2007
"1976","NR9187",191000,687000,2,3,2007,2010
"1977","NM9824",198000,724000,1,2,2007,2007
"1978","NM9727",197000,727000,1,1,2007,2007
"1979","NR9186",191000,686000,1,2,2007,2007
"1980","NS2067",220000,667000,2,1,2007,2007
"1981","NM8005",180000,705000,3,6,2007,2017
"1982","NM7906",179000,706000,1,1,2007,2007
"1983","NR9269",192000,669000,4,5,2007,2009
"1984","NN3215",232000,715000,2,4,2007,2013
"1985","NN3235",232000,735000,3,3,2007,2013
"1986","NN2939",229000,739000,2,1,2007,2007
"1987","NN3216",232000,716000,1,2,2007,2007
"1988","NS0854",208000,654000,1,2,2007,2007
"1989","NN3230",232000,730000,4,2,2007,2016
"1990","NN2742",227000,742000,3,7,2007,2017
"1991","NN2743",227000,743000,2,3,2007,2009
"1992","NN2843",228000,743000,1,1,2007,2007
"1993","NN2846",228000,746000,1,1,2007,2007
"1994","NN2841",228000,741000,1,1,2007,2007
"1995","NN2844",228000,744000,1,1,2007,2007
"1996","NN2845",228000,745000,2,2,2007,2009
"1997","NN2840",228000,740000,1,1,2007,2007
"1998","NN2940",229000,740000,1,1,2007,2007
"1999","NN3136",231000,736000,1,1,2007,2007
"2000","NN3217",232000,717000,1,1,2007,2007
"2001","NM9534",195000,734000,1,1,2007,2007
"2002","NS0133",201000,633000,3,2,2007,2010
"2003","NN3212",232000,712000,1,1,2007,2007
"2004","NM3647",136000,747000,8,7,2007,2013
"2005","NR9271",192000,671000,2,3,2007,2008
"2006","NR9771",197000,671000,14,10,2007,2012
"2007","NR9671",196000,671000,3,4,2007,2010
"2008","NM9828",198000,728000,2,2,2007,2017
"2009","NR9621",196000,621000,2,3,2007,2008
"2010","NS1972",219000,672000,1,1,2007,2007
"2011","NS2783",227000,683000,2,1,2007,2009
"2012","NM9512",195000,712000,1,1,2007,2007
"2013","NR7737",177000,637000,1,1,2007,2007
"2014","NR7624",176000,624000,2,4,2007,2008
"2015","NR7324",173000,624000,2,4,2007,2008
"2016","NM7927",179000,727000,4,9,2007,2014
"2017","NM8127",181000,727000,3,5,2007,2014
"2018","NR6525",165000,625000,10,7,2008,2013
"2019","NM4558",145000,758000,7,10,2008,2016
"2020","NM5549",155000,749000,1,1,2008,2008
"2021","NM5350",153000,750000,3,4,2008,2009
"2022","NM5449",154000,749000,2,4,2008,2016
"2023","NM5154",151000,754000,2,2,2008,2016
"2024","NM5521",155000,721000,4,11,2008,2016
"2025","NM7038",170000,738000,5,9,2008,2016
"2026","NM7236",172000,736000,10,7,2008,2016
"2027","NM7535",175000,735000,8,7,2008,2014
"2028","NM6641",166000,741000,10,11,2008,2017
"2029","NM5341",153000,741000,6,10,2008,2014
"2030","NM5441",154000,741000,7,11,2008,2016
"2031","NM5429",154000,729000,4,3,2008,2016
"2032","NM7235",172000,735000,5,5,2008,2016
"2033","NM7233",172000,733000,8,4,2008,2013
"2034","NM4739",147000,739000,2,2,2008,2016
"2035","NM4839",148000,739000,1,3,2008,2008
"2036","NM7335",173000,735000,3,2,2008,2008
"2037","NM7432",174000,732000,11,11,2008,2015
"2038","NS0225",202000,625000,5,9,2008,2017
"2039","NM7037",170000,737000,3,5,2008,2010
"2040","NM3846",138000,746000,5,4,2008,2010
"2041","NR9435",194000,635000,1,1,2008,2008
"2042","NM3947",139000,747000,4,5,2008,2009
"2043","NM3651",136000,751000,9,10,2008,2016
"2044","NM3948",139000,748000,3,5,2008,2010
"2045","NM3746",137000,746000,13,8,2008,2016
"2046","NM4852",148000,752000,1,3,2008,2008
"2047","NM3646",136000,746000,3,5,2008,2010
"2048","NM3847",138000,747000,1,3,2008,2008
"2049","NR9351",193000,651000,6,17,2008,2016
"2050","NM9146",191000,746000,9,9,2008,2017
"2051","NM9141",191000,741000,4,3,2008,2017
"2052","NM8627",186000,727000,3,3,2008,2016
"2053","NM9830",198000,730000,8,6,2008,2015
"2054","NM9929",199000,729000,1,4,2008,2008
"2055","NN0130",201000,730000,5,8,2008,2017
"2056","NS0221",202000,621000,3,2,2008,2011
"2057","NR8830",188000,630000,2,2,2008,2010
"2058","NR7692",176000,692000,1,5,2008,2008
"2059","NR9384",193000,684000,1,1,2008,2008
"2060","NS1952",219000,652000,25,13,2008,2014
"2061","NR1651",116000,651000,1,2,2008,2008
"2062","NR7167",171000,667000,1,1,2008,2008
"2063","NR7577",175000,677000,1,1,2008,2008
"2064","NM8745",187000,745000,6,6,2008,2017
"2065","NM4644",146000,744000,1,1,2008,2008
"2066","NR6898",168000,698000,1,1,2008,2008
"2067","NR6899",168000,699000,1,1,2008,2008
"2068","NM9816",198000,716000,3,3,2008,2012
"2069","NN3208",232000,708000,1,1,2008,2008
"2070","NM9450",194000,750000,1,1,2008,2008
"2071","NR6897",168000,697000,1,1,2008,2008
"2072","NR8290",182000,690000,2,2,2008,2012
"2073","NR8785",187000,685000,2,7,2008,2013
"2074","NR8280",182000,680000,2,2,2008,2012
"2075","NM9001",190000,701000,2,2,2008,2009
"2076","NR8179",181000,679000,3,1,2008,2011
"2077","NR7679",176000,679000,1,1,2008,2008
"2078","NR7779",177000,679000,1,1,2008,2008
"2079","NR7467",174000,667000,1,1,2008,2008
"2080","NM4029",140000,729000,1,4,2008,2008
"2081","NN2807",228000,707000,1,2,2008,2008
"2082","NS0232",202000,632000,1,1,2008,2008
"2083","NM7812",178000,712000,1,3,2008,2008
"2084","NM7820",178000,720000,1,1,2008,2008
"2085","NR9772",197000,672000,2,3,2008,2009
"2086","NN2542",225000,742000,2,3,2008,2009
"2087","NN3024",230000,724000,2,2,2008,2013
"2088","NN2517",225000,717000,1,1,2008,2008
"2089","NR9882",198000,682000,1,1,2008,2008
"2090","NR9969",199000,669000,1,2,2008,2008
"2091","NS0069",2e+05,669000,1,1,2008,2008
"2092","NS0068",2e+05,668000,1,1,2008,2008
"2093","NR9690",196000,690000,1,1,2008,2008
"2094","NS3075",230000,675000,3,3,2008,2015
"2095","NS0783",207000,683000,1,1,2008,2008
"2096","NS0274",202000,674000,3,5,2008,2015
"2097","NR7352",173000,652000,2,3,2008,2009
"2098","NR7453",174000,653000,1,1,2008,2008
"2099","NN0351",203000,751000,1,1,2008,2008
"2100","NM8020",180000,720000,4,5,2008,2014
"2101","NR8828",188000,628000,4,4,2008,2017
"2102","NS0035",2e+05,635000,1,1,2008,2008
"2103","NS0036",2e+05,636000,1,1,2008,2008
"2104","NS0428",204000,628000,2,1,2007,2008
"2105","NM8721",187000,721000,1,2,2008,2008
"2106","NM8921",189000,721000,2,4,2008,2009
"2107","NS0145",201000,645000,1,1,2008,2008
"2108","NS2186",221000,686000,4,2,2008,2011
"2109","NM0047",1e+05,747000,2,2,2008,2010
"2110","NM0244",102000,744000,3,1,2008,2015
"2111","NL9545",95000,745000,5,3,2008,2017
"2112","NM0148",101000,748000,2,3,2008,2017
"2113","NL9638",96000,738000,2,3,2008,2008
"2114","NS2982",229000,682000,1,1,2008,2008
"2115","NM9104",191000,704000,1,1,2008,2008
"2116","NR8587",185000,687000,1,1,2008,2008
"2117","NS0123",201000,623000,1,1,2008,2008
"2118","NS0244",202000,644000,2,3,2008,2009
"2119","NS0241",202000,641000,2,3,2008,2009
"2120","NR9026",190000,626000,2,3,2008,2012
"2121","NR9422",194000,622000,1,1,2008,2008
"2122","NR8935",189000,635000,1,1,2008,2008
"2123","NR8829",188000,629000,3,4,2008,2011
"2124","NR9322",193000,622000,1,1,2008,2008
"2125","NR9251",192000,651000,1,1,2008,2008
"2126","NM7204",172000,704000,1,2,2008,2008
"2127","NN1609",216000,709000,1,1,2008,2008
"2128","NM9134",191000,734000,6,5,2008,2017
"2129","NM7936",179000,736000,5,6,2008,2017
"2130","NR9728",197000,628000,2,4,2008,2009
"2131","NS0095",2e+05,695000,1,1,2008,2008
"2132","NS0862",208000,662000,1,1,2008,2008
"2133","NS2741",227000,641000,6,11,2008,2015
"2134","NN3311",233000,711000,2,2,2008,2008
"2135","NN3309",233000,709000,1,1,2008,2008
"2136","NS2344",223000,644000,1,1,2008,2008
"2137","NS1851",218000,651000,1,1,2008,2008
"2138","NR9599",195000,699000,1,2,2008,2008
"2139","NS1576",215000,676000,2,2,2008,2009
"2140","NS1682",216000,682000,3,7,2008,2017
"2141","NM8841",188000,741000,1,1,2008,2008
"2142","NM9039",190000,739000,1,1,2008,2008
"2143","NM9246",192000,746000,3,4,2008,2017
"2144","NR9449",194000,649000,6,9,2008,2014
"2145","NR9452",194000,652000,4,10,2008,2014
"2146","NR8077",180000,677000,1,3,2008,2008
"2147","NR8177",181000,677000,1,1,2008,2008
"2148","NR8076",180000,676000,2,5,2008,2008
"2149","NR8075",180000,675000,1,4,2008,2008
"2150","NR8079",180000,679000,1,1,2008,2008
"2151","NR8279",182000,679000,1,1,2008,2008
"2152","NR8478",184000,678000,1,1,2008,2008
"2153","NR8172",181000,672000,1,3,2008,2008
"2154","NR8272",182000,672000,1,3,2008,2008
"2155","NR8374",183000,674000,1,2,2008,2008
"2156","NR8474",184000,674000,1,2,2008,2008
"2157","NR8573",185000,673000,1,1,2008,2008
"2158","NR8378",183000,678000,1,4,2008,2008
"2159","NM8920",189000,720000,1,1,2008,2008
"2160","NM9133",191000,733000,4,4,2008,2014
"2161","NM9113",191000,713000,1,1,2008,2008
"2162","NM8929",189000,729000,1,1,2008,2008
"2163","NM9527",195000,727000,1,1,2008,2008
"2164","NM8828",188000,728000,3,3,2008,2017
"2165","NS0964",209000,664000,1,1,2008,2008
"2166","NR3374",133000,674000,1,1,2008,2008
"2167","NR2054",120000,654000,1,1,2008,2008
"2168","NM4151",141000,751000,2,4,2008,2008
"2169","NM5035",150000,735000,2,2,2008,2016
"2170","NM5034",150000,734000,3,5,2008,2010
"2171","NM5036",150000,736000,2,3,2008,2010
"2172","NM5136",151000,736000,2,3,2008,2010
"2173","NM5135",151000,735000,3,3,2008,2010
"2174","NM4648",146000,748000,1,1,2008,2008
"2175","NM4846",148000,746000,2,3,2008,2010
"2176","NN1912",219000,712000,2,2,2008,2013
"2177","NN2013",220000,713000,2,3,2008,2011
"2178","NN2114",221000,714000,1,1,2008,2008
"2179","NN2115",221000,715000,1,1,2008,2008
"2180","NN2215",222000,715000,1,1,2008,2008
"2181","NN2218",222000,718000,2,4,2008,2017
"2182","NN2217",222000,717000,1,2,2008,2008
"2183","NN2316",223000,716000,1,2,2008,2008
"2184","NN2529",225000,729000,1,1,2008,2008
"2185","NM4854",148000,754000,2,2,2008,2015
"2186","NN2625",226000,725000,3,1,2008,2013
"2187","NS3343",233000,643000,1,4,2008,2008
"2188","NR9965",199000,665000,1,1,2008,2008
"2189","NR9570",195000,670000,2,3,2008,2009
"2190","NR9270",192000,670000,1,3,2008,2008
"2191","NR9368",193000,668000,2,4,2008,2009
"2192","NR9721",197000,621000,1,1,2008,2008
"2193","NR9521",195000,621000,1,1,2008,2008
"2194","NS0425",204000,625000,3,4,2008,2017
"2195","NR8694",186000,694000,4,6,2008,2013
"2196","NR3645",136000,645000,1,1,2008,2008
"2197","NR7830",178000,630000,1,3,2008,2008
"2198","NN2826",228000,726000,1,1,2008,2008
"2199","NN3028",230000,728000,3,2,2008,2013
"2200","NH2110",221000,810000,3,6,2008,2013
"2201","NM9247",192000,747000,5,5,2009,2016
"2202","NM6775",167000,775000,1,3,2009,2009
"2203","NG7600",176000,8e+05,3,2,2009,2016
"2204","NM4970",149000,770000,1,9,2009,2009
"2205","NM5261",152000,761000,1,7,2009,2009
"2206","NN2060",220000,760000,2,4,2009,2009
"2207","NM7178",171000,778000,1,1,2009,2009
"2208","NN2476",224000,776000,1,1,2009,2009
"2209","NN2479",224000,779000,1,1,2009,2009
"2210","NN1781",217000,781000,1,2,2009,2009
"2211","NN1782",217000,782000,1,2,2009,2009
"2212","NN1982",219000,782000,1,2,2009,2009
"2213","NN2081",220000,781000,4,4,2009,2012
"2214","NN1681",216000,781000,1,4,2009,2009
"2215","NN0841",208000,741000,1,1,2009,2009
"2216","NN0941",209000,741000,2,4,2009,2012
"2217","NN0943",209000,743000,4,5,2009,2015
"2218","NN1043",210000,743000,3,4,2009,2013
"2219","NN1044",210000,744000,5,7,2009,2013
"2220","NN1145",211000,745000,4,5,2009,2013
"2221","NN1246",212000,746000,2,2,2009,2013
"2222","NN1245",212000,745000,2,5,2009,2013
"2223","NN1084",210000,784000,16,11,2009,2017
"2224","NN2078",220000,778000,1,3,2009,2009
"2225","NN2079",220000,779000,2,4,2009,2010
"2226","NN2178",221000,778000,1,4,2009,2009
"2227","NN0659",206000,759000,1,2,2009,2009
"2228","NN0759",207000,759000,3,5,2009,2013
"2229","NN0859",208000,759000,1,4,2009,2009
"2230","NN0960",209000,760000,9,10,2009,2014
"2231","NN1683",216000,783000,1,3,2009,2009
"2232","NN1378",213000,778000,7,8,2009,2014
"2233","NN1477",214000,777000,7,9,2009,2017
"2234","NN1478",214000,778000,1,1,2009,2009
"2235","NG6000",160000,8e+05,1,6,2009,2009
"2236","NM9962",199000,762000,1,1,2009,2009
"2237","NG5810",158000,810000,2,1,2009,2013
"2238","NG9814",198000,814000,1,1,2009,2009
"2239","NH3113",231000,813000,2,2,2009,2009
"2240","NM9957",199000,757000,1,3,2009,2009
"2241","NN3184",231000,784000,1,2,2009,2009
"2242","NM6672",166000,772000,4,5,2009,2016
"2243","NM7474",174000,774000,1,2,2009,2009
"2244","NN0860",208000,760000,3,4,2003,2013
"2245","NM4663",146000,763000,1,2,2009,2009
"2246","NH2713",227000,813000,1,4,2009,2009
"2247","NM4279",142000,779000,1,1,2009,2009
"2248","NN2674",226000,774000,1,1,2009,2009
"2249","NN1845",218000,745000,1,1,2009,2009
"2250","NN2288",222000,788000,1,1,2009,2009
"2251","NM5671",156000,771000,1,4,2009,2009
"2252","NH1608",216000,808000,1,1,2009,2009
"2253","NN2986",229000,786000,2,4,2009,2015
"2254","NN2987",229000,787000,1,1,2009,2009
"2255","NN2652",226000,752000,2,1,2009,2009
"2256","NM7883",178000,783000,5,8,2009,2014
"2257","NM9755",197000,755000,23,12,2009,2016
"2258","NH1301",213000,801000,4,6,2009,2016
"2259","NM9891",198000,791000,10,8,2009,2017
"2260","NM8944",189000,744000,1,3,2009,2009
"2261","NN1075",210000,775000,2,2,2009,2009
"2262","NM6786",167000,786000,2,7,2009,2010
"2263","NM7383",173000,783000,2,5,2009,2011
"2264","NH1201",212000,801000,2,3,2009,2016
"2265","NN0692",206000,792000,2,2,2009,2017
"2266","NN3168",231000,768000,1,1,2009,2009
